"","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","filename","nsnp","delimiter","header","mr","snp_col","chr_col","pos_col","ea_col","oa_col","eaf_col","beta_col","se_col","pval_col","note"
"190","met-e-L_LDL_TG_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large LDL",NA,NA,"l_ldl_tg_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"191","met-e-L_LDL_TG_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large LDL",NA,NA,"l_ldl_tg_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"192","met-e-L_LDL_TG_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large LDL",NA,NA,"l_ldl_tg_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"193","met-e-L_LDL_TG_pct_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large LDL",NA,NA,"l_ldl_tg_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"194","met-e-L_LDL_TG_pct_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large LDL",NA,NA,"l_ldl_tg_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"195","met-e-L_LDL_TG_pct_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large LDL",NA,NA,"l_ldl_tg_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"196","met-e-L_VLDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in large VLDL",NA,NA,"l_vldl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"197","met-e-L_VLDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in large VLDL",NA,NA,"l_vldl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"198","met-e-L_VLDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in large VLDL",NA,NA,"l_vldl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"199","met-e-L_VLDL_C_pct_agetert1",37124,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_c_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"200","met-e-L_VLDL_C_pct_agetert2",38778,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_c_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"201","met-e-L_VLDL_C_pct_agetert3",39165,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_c_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"202","met-e-L_VLDL_CE_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in large VLDL",NA,NA,"l_vldl_ce_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"203","met-e-L_VLDL_CE_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in large VLDL",NA,NA,"l_vldl_ce_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"204","met-e-L_VLDL_CE_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in large VLDL",NA,NA,"l_vldl_ce_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"205","met-e-L_VLDL_CE_pct_agetert1",37124,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in large VLDL",NA,NA,"l_vldl_ce_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"206","met-e-L_VLDL_CE_pct_agetert2",38778,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in large VLDL",NA,NA,"l_vldl_ce_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"207","met-e-L_VLDL_CE_pct_agetert3",39165,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in large VLDL",NA,NA,"l_vldl_ce_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"208","met-e-L_VLDL_FC_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in large VLDL",NA,NA,"l_vldl_fc_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"209","met-e-L_VLDL_FC_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in large VLDL",NA,NA,"l_vldl_fc_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"210","met-e-L_VLDL_FC_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in large VLDL",NA,NA,"l_vldl_fc_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"211","met-e-L_VLDL_FC_pct_agetert1",37124,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_fc_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"212","met-e-L_VLDL_FC_pct_agetert2",38778,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_fc_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"213","met-e-L_VLDL_FC_pct_agetert3",39165,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol to total lipids ratio in large VLDL",NA,NA,"l_vldl_fc_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"214","met-e-L_VLDL_L_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in large VLDL",NA,NA,"l_vldl_l_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"215","met-e-L_VLDL_L_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in large VLDL",NA,NA,"l_vldl_l_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"216","met-e-L_VLDL_L_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in large VLDL",NA,NA,"l_vldl_l_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"217","met-e-L_VLDL_P_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of large VLDL particles",NA,NA,"l_vldl_p_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"218","met-e-L_VLDL_P_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of large VLDL particles",NA,NA,"l_vldl_p_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"219","met-e-L_VLDL_P_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of large VLDL particles",NA,NA,"l_vldl_p_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"220","met-e-L_VLDL_PL_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in large VLDL",NA,NA,"l_vldl_pl_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"221","met-e-L_VLDL_PL_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in large VLDL",NA,NA,"l_vldl_pl_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"222","met-e-L_VLDL_PL_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in large VLDL",NA,NA,"l_vldl_pl_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"223","met-e-L_VLDL_PL_pct_agetert1",37124,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids to total lipids ratio in large VLDL",NA,NA,"l_vldl_pl_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"224","met-e-L_VLDL_PL_pct_agetert2",38778,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids to total lipids ratio in large VLDL",NA,NA,"l_vldl_pl_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"225","met-e-L_VLDL_PL_pct_agetert3",39165,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids to total lipids ratio in large VLDL",NA,NA,"l_vldl_pl_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"226","met-e-L_VLDL_TG_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large VLDL",NA,NA,"l_vldl_tg_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"227","met-e-L_VLDL_TG_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large VLDL",NA,NA,"l_vldl_tg_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"228","met-e-L_VLDL_TG_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in large VLDL",NA,NA,"l_vldl_tg_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"229","met-e-L_VLDL_TG_pct_agetert1",37124,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large VLDL",NA,NA,"l_vldl_tg_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"230","met-e-L_VLDL_TG_pct_agetert2",38778,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large VLDL",NA,NA,"l_vldl_tg_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"231","met-e-L_VLDL_TG_pct_agetert3",39165,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides to total lipids ratio in large VLDL",NA,NA,"l_vldl_tg_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"232","met-e-LA_agetert1",37095,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Linoleic acid",NA,NA,"la_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"233","met-e-LA_agetert2",38761,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Linoleic acid",NA,NA,"la_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"234","met-e-LA_agetert3",39143,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Linoleic acid",NA,NA,"la_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"235","met-e-LA_pct_agetert1",37095,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of linoleic acid to total fatty acids",NA,NA,"la_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"236","met-e-LA_pct_agetert2",38761,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of linoleic acid to total fatty acids",NA,NA,"la_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"237","met-e-LA_pct_agetert3",39143,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Ratio of linoleic acid to total fatty acids",NA,NA,"la_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"238","met-e-Lactate_agetert1",37033,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Lactate",NA,NA,"lactate_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"239","met-e-Lactate_agetert2",38698,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Lactate",NA,NA,"lactate_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"240","met-e-Lactate_agetert3",39071,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Lactate",NA,NA,"lactate_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"241","met-e-LDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","LDL cholesterol",NA,NA,"ldl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"242","met-e-LDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","LDL cholesterol",NA,NA,"ldl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"243","met-e-LDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","LDL cholesterol",NA,NA,"ldl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"244","met-e-LDL_CE_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in LDL",NA,NA,"ldl_ce_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"245","met-e-LDL_CE_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in LDL",NA,NA,"ldl_ce_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"246","met-e-LDL_CE_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in LDL",NA,NA,"ldl_ce_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"247","met-e-LDL_FC_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in LDL",NA,NA,"ldl_fc_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"248","met-e-LDL_FC_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in LDL",NA,NA,"ldl_fc_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"249","met-e-LDL_FC_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Free cholesterol in LDL",NA,NA,"ldl_fc_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"250","met-e-LDL_L_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in LDL",NA,NA,"ldl_l_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"251","met-e-LDL_L_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in LDL",NA,NA,"ldl_l_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"252","met-e-LDL_L_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Total lipids in LDL",NA,NA,"ldl_l_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"253","met-e-LDL_P_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of LDL particles",NA,NA,"ldl_p_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"254","met-e-LDL_P_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of LDL particles",NA,NA,"ldl_p_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"255","met-e-LDL_P_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Concentration of LDL particles",NA,NA,"ldl_p_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"256","met-e-LDL_PL_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in LDL",NA,NA,"ldl_pl_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"257","met-e-LDL_PL_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in LDL",NA,NA,"ldl_pl_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"258","met-e-LDL_PL_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Phospholipids in LDL",NA,NA,"ldl_pl_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"259","met-e-LDL_size_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for LDL particles",NA,NA,"ldl_size_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"260","met-e-LDL_size_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for LDL particles",NA,NA,"ldl_size_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"261","met-e-LDL_size_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Average diameter for LDL particles",NA,NA,"ldl_size_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"262","met-e-LDL_TG_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in LDL",NA,NA,"ldl_tg_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"263","met-e-LDL_TG_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in LDL",NA,NA,"ldl_tg_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"264","met-e-LDL_TG_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Triglycerides in LDL",NA,NA,"ldl_tg_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"265","met-e-Leu_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Leucine",NA,NA,"leu_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"266","met-e-Leu_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Leucine",NA,NA,"leu_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"267","met-e-Leu_agetert3",39163,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Leucine",NA,NA,"leu_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"268","met-e-M_HDL_C_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in medium HDL",NA,NA,"m_hdl_c_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"269","met-e-M_HDL_C_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in medium HDL",NA,NA,"m_hdl_c_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"270","met-e-M_HDL_C_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol in medium HDL",NA,NA,"m_hdl_c_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"271","met-e-M_HDL_C_pct_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in medium HDL",NA,NA,"m_hdl_c_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"272","met-e-M_HDL_C_pct_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in medium HDL",NA,NA,"m_hdl_c_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"273","met-e-M_HDL_C_pct_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesterol to total lipids ratio in medium HDL",NA,NA,"m_hdl_c_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"274","met-e-M_HDL_CE_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in medium HDL",NA,NA,"m_hdl_ce_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"275","met-e-M_HDL_CE_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in medium HDL",NA,NA,"m_hdl_ce_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"276","met-e-M_HDL_CE_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters in medium HDL",NA,NA,"m_hdl_ce_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
"277","met-e-M_HDL_CE_pct_agetert1",37127,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in medium HDL",NA,NA,"m_hdl_ce_pct_int_agetert1_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 1"
"278","met-e-M_HDL_CE_pct_agetert2",38784,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in medium HDL",NA,NA,"m_hdl_ce_pct_int_agetert2_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 2"
"279","met-e-M_HDL_CE_pct_agetert3",39167,"Males and females","Continuous","NA","SD","public","HG19/GRCh37","Bell JA",2021,"European","Cholesteryl esters to total lipids ratio in medium HDL",NA,NA,"m_hdl_ce_pct_int_agetert3_imputed.txt.gz",12321875,"tab",TRUE,1,0,1,2,4,5,6,10,11,15,"age tertile 3"
